Unnamed: 0,MainHaloID,HaloID,Galaxy_Type,r,X,Y,Z,Vx,Vy,Vz,R200c,Distancia XY,Distancia YZ,Distancia XZ,m_rx,m_ry,m_rz,m_mean,Dispersion,Tamaño Angular del grupo XY (arcsec),Tamaño Angular del grupo YZ (arcsec),Tamaño Angular del grupo XZ (arcsec),Brillo Superficial
50839,12573287739,12573287739,0,-20.79472,41750.945,294551.3,603763.9,723.37,-359.64,591.34,170.69305,297495.56,671782.2,605205.7,16.572681,18.341423,18.114796,17.6763,176.25603073367404,8.262238,3.6588938,4.0613956,21.323008
101668,12578000516,12578000516,0,-18.502258,53158.805,26992.777,26600.934,153.09,-26.52,-113.45,60.013355,59619.363,37897.49,59442.984,15.37468,14.390793,15.368244,15.044572,59.084737291765954,14.495142,22.803343,14.538151,21.869802
212190,12588457573,12588457573,0,-21.445255,121460.71,54554.89,633406.4,189.22,98.04,-508.57,123.72096,133150.06,635751.44,644946.75,14.176449,17.571182,17.602364,16.449999,169.39029672125247,13.38024,2.8023243,2.76237,20.695171
20480,12570666350,12570666350,0,-20.662207,38017.01,147525.98,290428.47,-505.17,140.33,71.79,142.29727,152345.69,325749.3,292906.1,15.251944,16.902208,16.671434,16.275194,164.73497081252924,13.450189,6.2903595,6.9956894,21.612246
111396,12578732666,12578732666,0,-19.373373,59847.125,41255.465,244922.67,111.34,-882.51,425.67,77.08613,72689.01,248372.97,252128.53,14.9339695,17.602148,17.634737,16.723618,109.84236843516987,15.271065,4.4692473,4.4026756,20.995966
206939,12588214687,12588214687,0,-20.66855,112327.78,46877.086,367513.44,156.71,453.31,10.45,106.89695,121716.85,370491.0,384296.3,14.7582035,17.17534,17.254782,16.396109,200.770268098524,12.646684,4.1547995,4.005544,21.199524
225533,12589730489,12589730489,0,-20.478487,104117.414,177860.02,101694.71,-476.54,-171.57,17.05,107.58682,206093.72,204880.44,145541.23,16.091837,16.079016,15.336443,15.835765,221.4658938888796,7.51721,7.5617266,10.644744,20.972433
230236,12590128147,12590128147,0,-19.697186,91815.19,199521.25,596505.1,393.9,-612.94,234.92,73.34854,219633.23,628988.94,603529.94,17.011303,19.296032,19.20631,18.504549,224.198781389752,4.809012,1.679233,1.750069,20.61175
24012,12570771145,12570771145,0,-21.747074,10745.933,169010.75,406289.28,426.66,-18.89,-358.44,115.89276,169352.03,440040.47,406431.38,14.396877,16.47039,16.29786,15.721709,279.53095897574195,9.854354,3.7925048,4.106119,20.355928
111797,12578918528,12578918528,0,-20.304676,54208.105,52603.918,449226.4,114.88,172.16,75.78,78.50586,75536.02,452295.84,452485.22,14.086094,17.972435,17.973347,16.677292,82.86007122513969,14.96614,2.4994357,2.4983897,20.870436
3078,12568888590,12568888590,0,-19.506596,31319.947,42082.11,268870.0,46.93,-793.61,-103.61,81.30113,52458.01,272143.3,270688.03,14.092464,17.667393,17.65575,16.471869,160.43255964071707,22.317516,4.3019104,4.3250384,21.55152
107456,12578035524,12578035524,0,-19.527954,71068.64,11032.046,76213.18,713.86,-153.34,210.42,75.61209,71919.8,77007.5,104207.484,14.756287,14.904713,15.561539,15.07418,103.17580315611586,15.139261,14.139047,10.448513,21.514235
108448,12578115743,12578115743,0,-18.401203,52444.344,9617.644,185457.97,266.88,-1121.37,3.33,58.313774,53318.93,185707.19,192730.56,15.233204,17.94294,18.023548,17.066565,96.89880861113386,15.748947,4.521733,4.3569546,21.86218
116273,12578810116,12578810116,0,-20.765856,74579.586,54308.914,320966.72,578.29,-125.74,-119.14,99.11362,92258.19,325528.94,329517.44,14.059168,16.79709,16.823538,15.893265,183.62740297704167,15.469997,4.38436,4.331291,20.665018
2948,12568965259,12568965259,0,-18.09572,34903.703,2727.6982,372538.9,386.36,255.71,272.89,60.013355,35010.125,372548.9,374170.44,14.62525,19.760195,19.769629,18.051691,88.74308390598382,24.683971,2.3196747,2.309622,22.334185
4472,12569125212,12569125212,0,-18.6275,38302.35,22042.072,531485.75,505.38,483.59,-133.92,60.73846,44191.887,531942.6,532864.1,14.599211,20.001822,20.005583,18.202204,113.73639676931548,19.791677,1.6442258,1.6413825,21.59588
103415,12577996225,12577996225,0,-19.797379,70386.74,24630.1,49146.37,512.03,-296.17,1.62,76.63872,74571.68,54972.793,85846.72,14.565491,13.903358,14.871243,14.446697,102.88693146786896,14.79913,20.075289,12.855429,21.289427
8608,12569477717,12569477717,0,-20.096682,15639.679,68355.16,294059.12,-73.17,177.83,235.29,80.79783,70121.516,301899.3,294474.72,14.132574,17.30263,17.248556,16.22792,185.58322860241083,16.592434,3.853896,3.9510643,21.038824
208336,12587440177,12587440177,0,-20.349333,123413.53,18003.828,156209.95,15.73,-214.48,334.04,135.69414,124719.836,157244.03,199079.0,15.130346,15.633539,16.145796,15.636561,191.35674623216164,15.667054,12.426504,9.815171,21.534912
7686,12569405208,12569405208,0,-19.531208,43689.14,57107.797,186021.44,379.3,-276.97,-345.7,74.318275,71903.0,194590.02,191083.0,14.752529,16.914394,16.874905,16.180609,104.79235475908268,14.883685,5.4996805,5.6006184,21.117918
8349,12569481055,12569481055,0,-20.034117,17586.42,81955.0,311944.88,70.13,183.61,466.01,95.046074,83820.664,322530.97,312440.22,14.58264,17.508741,17.439718,16.510366,116.85703534666165,16.328445,4.24351,4.380561,20.953167
107449,12577997640,12577997640,0,-18.307438,88712.39,29429.16,6212.9116,335.83,390.07,-86.6,69.868484,93466.375,30077.828,88929.68,16.545841,14.083797,16.437794,15.689144,92.12993673538146,10.764357,33.449852,11.313494,21.665289
110138,12578221157,12578221157,0,-20.091494,89462.54,30749.842,285246.0,9.75,-49.59,-245.49,85.21008,94599.67,286898.66,298946.2,14.787954,17.19715,17.28647,16.423859,162.99687853114773,12.970698,4.276859,4.1045012,21.195986
215547,12588351230,12588351230,0,-20.728992,130841.72,58713.918,523833.28,-192.7,96.76,-73.44,105.431015,143411.58,527113.5,539926.75,15.053928,17.880527,17.932682,16.955713,163.16828041461784,10.586353,2.8802269,2.8118749,20.244034
112294,12578844748,12578844748,0,-20.641602,76404.02,59056.016,369795.22,479.29,-25.97,234.96,113.329056,96567.01,374481.16,377605.72,14.282543,17.225548,17.243591,16.25056,148.63093444656786,16.899513,4.3578644,4.321805,20.881569
12459,12569888492,12569888492,0,-19.77041,9748.177,91057.18,77283.266,-221.29,14.87,-43.51,80.59487,91577.49,119432.46,77895.64,15.038534,15.615202,14.687155,15.113629,90.15951272888816,12.673037,9.717337,14.898965,20.881296
5830,12568961686,12568961686,0,-13.757656,18620.127,5780.5073,342889.12,-13.28,366.42,-483.54,32.925137,19496.754,342937.84,343394.3,17.692154,23.918423,23.92131,21.843964,22.576365263991736,24.317904,1.3825303,1.3806926,23.46377
6240,12569005141,12569005141,0,-17.669258,19957.87,34205.918,403984.75,1.49,239.24,-264.24,53.44905,39602.543,405430.28,404477.44,15.319359,20.370323,20.365215,18.684965,53.77746904491303,19.434723,1.8983938,1.9028659,22.287745
111066,12578918377,12578918377,0,-19.832947,55251.98,50908.69,437637.78,383.06,269.69,-277.86,78.39813,75129.734,440588.84,441111.78,14.546112,18.387222,18.389793,17.10771,133.67956440376062,15.026427,2.5623276,2.5592902,21.26747
202730,12587330271,12587330271,0,-20.306433,97472.47,6406.6665,26182.068,229.22,-173.42,-141.0,73.10206,97682.79,26954.518,100927.61,14.642656,11.846727,14.713617,13.734334,139.22481987950974,10.7764,39.05317,10.42994,20.551386
3824,12568916857,12568916857,0,-17.697903,6337.6294,29825.443,340367.72,-533.68,-370.34,-614.99,49.7243,30491.354,341671.97,340426.72,14.7229805,19.970142,19.962215,18.218447,60.47817839998567,23.482965,2.0956647,2.1033304,22.310225
12580,12569592611,12569592611,0,-18.944633,4304.845,59343.37,436479.12,88.89,154.98,-98.54,63.480003,59499.305,440494.78,436500.34,14.927925,19.27507,19.255287,17.819427,192.89058672583045,15.363383,2.075194,2.094184,21.631517
118521,12578845322,12578845322,0,-20.764376,77807.62,69275.14,363502.28,339.65,101.88,116.3,106.49041,104178.07,370044.53,371736.38,14.324507,17.076895,17.086802,16.162735,193.2127895319873,14.719603,4.1439924,4.125132,20.680542
113075,12579167149,12579167149,0,-20.17057,54341.8,107631.27,4991.6577,232.53,-14.57,-190.31,90.516655,120571.65,107746.97,54570.58,15.235657,14.991455,13.514221,14.580444,229.66866819321635,10.810492,12.097218,23.885307,21.134329
224964,12588243093,12588243093,0,-19.85905,120702.36,53329.17,414082.06,-70.3,536.05,178.2,81.40065,131958.56,417502.03,431315.44,15.743137,18.244244,18.314926,17.434103,120.33116349209092,8.882855,2.8075774,2.7176614,21.038486
116417,12578696024,12578696024,0,-20.014143,51021.688,43452.37,162307.64,-301.15,-374.07,294.18,82.580864,67017.32,168023.45,170138.12,14.116793,16.112703,16.139864,15.456454,154.88448418534247,17.7441,7.0773687,6.9894037,21.118193
1403,12568778303,12568778303,0,-19.180286,37580.47,31531.965,169678.0,657.33,-142.16,-284.76,67.775444,49056.664,172583.0,173789.86,14.273205,17.004704,17.019836,16.099249,107.65140827675452,19.894625,5.6550536,5.615783,21.260769
102910,12578115448,12578115448,0,-19.638842,51825.836,16197.258,167159.08,151.54,-97.77,13.44,74.5568,54297.957,167941.98,175008.78,14.035078,16.486956,16.57646,15.699498,195.3250057097605,19.772663,6.392789,6.1346498,21.187109
117750,12579509565,12579509565,0,-20.41364,67439.66,105919.01,432504.2,-12.35,-69.14,-143.74,100.04657,125566.49,445284.97,437730.5,15.08073,17.829548,17.792393,16.90089,202.5421061671176,11.473358,3.23539,3.291227,21.043089
209677,12588168472,12588168472,0,-20.75706,124357.52,38915.926,364084.03,-66.04,326.21,-67.38,95.772484,130304.42,366157.94,384736.25,14.817736,17.061281,17.168756,16.349258,181.6929818469463,10.583853,3.7664719,3.584595,20.9069
207862,12587506249,12587506249,0,-18.932941,121692.516,1520.9956,212983.84,-229.14,-299.51,-788.62,80.79783,121702.02,212989.28,245298.16,16.493546,17.708847,18.01553,17.405973,135.84157070384188,9.560137,5.4626617,4.7431607,21.218723
8408,12569559245,12569559245,0,-19.266788,30529.682,81263.414,394735.22,206.38,126.25,16.08,72.225586,86809.01,403013.2,395914.06,15.426037,18.759808,18.721218,17.635687,109.07373613304878,11.98087,2.5806806,2.6269548,21.490984
103842,12578363965,12578363965,0,-19.832901,60622.695,7351.251,472911.2,390.02,-20.12,82.27,84.0098,61066.78,472968.3,476780.97,14.096127,18.54126,18.558693,17.06536,151.96324016570102,19.810085,2.5577636,2.5373101,21.402033
307824,12597103132,12597103132,0,-19.873877,144992.38,6791.3257,659977.5,347.8,-428.97,-121.94,101.79888,145151.34,660012.44,675716.75,15.935228,19.223886,19.274946,18.144686,162.6882324312521,10.099134,2.2210245,2.169406,20.882647
221420,12588241945,12588241945,0,-20.509048,100557.63,50964.754,410260.25,221.74,252.51,-389.0,89.86677,112735.28,413413.7,422404.22,14.751251,17.572876,17.619595,16.647907,169.43444614765122,11.4789295,3.1302335,3.0636091,20.890755
5649,12569219550,12569219550,0,-19.000635,41822.793,19422.031,663279.44,-100.71,513.33,-542.19,82.28882,46112.484,663563.75,664596.7,14.318457,20.108778,20.112158,18.179796,143.13054641416227,25.697031,1.78575,1.7829746,21.612082
3241,12568974417,12568974417,0,-16.935904,6776.4233,37304.324,361013.78,210.35,423.94,-469.52,70.93506,37914.805,362936.03,361077.38,15.958139,20.863245,20.852098,19.224495,139.18414858480355,26.94093,2.8144484,2.8289359,22.06263
116344,12579654272,12579654272,0,-19.42545,91014.89,99482.1,549198.56,245.46,218.46,-92.2,82.774216,134834.7,558135.94,556689.1,16.22356,19.308254,19.302616,18.278143,148.71782052474018,8.84007,2.1355884,2.141139,21.300467
16554,12570254366,12570254366,0,-20.410679,1918.4669,96179.95,469028.16,523.68,-120.86,7.12,145.73717,96199.086,478788.06,469032.1,14.505177,17.99004,17.945335,16.813517,249.98095207864284,21.815268,4.3831816,4.4743524,21.919456
22289,12570841106,12570841106,0,-20.085552,2875.2705,137018.98,499239.28,108.48,89.87,-182.83,74.438126,137049.16,517700.75,499247.56,15.598827,18.484844,18.406025,17.496565,190.8797634581805,7.8213434,2.0705185,2.147049,20.743736
209396,12588424144,12588424144,0,-17.851755,119049.45,53309.605,609731.4,-227.4,-297.68,-128.78,68.4877,130440.36,612057.4,621244.8,17.725302,21.082205,21.114557,19.974022,84.99682817904042,7.560716,1.6113243,1.5874947,21.683146
314454,12597764830,12597764830,0,-21.307352,153684.92,86752.984,60800.098,733.24,-236.09,142.25,105.01302,176479.84,105937.4,165274.64,14.9261265,13.817892,14.783682,14.509234,298.63559549173607,8.568609,14.274332,9.149539,20.377335
4812,12569146474,12569146474,0,-16.491213,30504.844,21726.418,572491.25,364.96,519.64,-51.96,59.08095,37451.07,572903.4,573303.4,16.376108,22.299192,22.30071,20.325338,112.25822754813224,22.71665,1.4850073,1.4839712,22.26264
102107,12578114256,12578114256,0,-18.721983,85656.31,21674.984,188814.66,204.9,-611.36,-541.91,62.48044,88356.15,190054.67,207335.42,16.0092,17.672407,17.861383,17.180998,90.17186953549258,10.182853,4.733997,4.339433,21.551834
106133,12578509108,12578509108,0,-19.482439,68157.055,28493.865,621632.8,-344.58,563.37,-52.91,71.19675,73873.44,622285.5,625358.06,14.8600025,19.487513,19.498205,17.948572,106.4727112917471,13.878221,1.6475285,1.6394339,21.555906
173,12568660807,12568660807,0,-18.52435,9053.606,35449.406,44100.797,-191.87,-117.14,90.98,61.96786,36587.266,56582.156,45020.527,14.292301,15.239048,14.7427025,14.758018,88.71630458135616,24.389189,15.770621,19.820625,21.755545
7295,12569293973,12569293973,0,-19.711315,45113.363,72805.195,78767.09,-16.84,-31.91,293.59,70.671425,85649.35,107260.67,90771.53,14.952305,15.440887,15.078434,15.157208,168.95382207088755,11.881789,9.487801,11.211309,20.953583
116732,12578034764,12578034764,0,-18.654955,46699.812,19309.973,87281.375,150.33,-316.8,539.03,60.19688,50534.617,89391.91,98989.445,14.862989,16.101538,16.322989,15.762505,198.92690001579933,17.153261,9.697014,8.756839,20.9168
123513,12578772519,12578772519,0,-20.246687,69701.82,66251.234,288042.25,-99.11,-276.07,456.9,89.04097,96164.29,295563.12,296355.7,14.668383,17.106565,17.11238,16.295776,171.93997342301836,13.333312,4.338125,4.3265233,20.907738
19067,12570257969,12570257969,0,-18.573423,25985.885,92687.766,469580.25,257.8,-328.61,-76.67,68.907295,96261.56,478640.38,470298.72,16.34384,19.826624,19.788446,18.65297,114.25773756163832,10.308002,2.073091,2.1098611,21.593025
6364,12569219414,12569219414,0,-18.618979,33258.848,6452.1484,631099.6,497.43,21.74,-386.29,56.919777,33878.918,631132.6,631975.4,14.030668,20.381624,20.384523,18.265604,81.81079357812467,24.193268,1.2986887,1.2969568,21.950882
108466,12578187076,12578187076,0,-19.934967,77997.086,31544.834,254837.28,237.43,-531.51,680.32,92.64466,84134.55,256782.23,266506.25,14.689903,17.112858,17.193573,16.332111,95.78384680141058,15.856519,5.1953864,5.005822,21.060436
2807,12568965879,12568965879,0,-18.07376,10723.5625,26381.432,365662.03,262.42,137.66,-267.29,67.4865,28477.617,366612.47,365819.22,14.198759,19.747278,19.742575,17.896204,143.11278768690156,34.124992,2.6507707,2.6565187,22.518005
116859,12578995302,12578995302,0,-20.607483,79449.93,48211.348,517925.38,1118.55,1095.03,48.9,102.6839,92933.445,520164.44,523983.78,14.233376,17.97322,17.989105,16.731901,144.0309496746154,15.910804,2.842655,2.8219347,21.04368
10394,12569590578,12569590578,0,-20.092197,1245.8823,80169.86,429058.66,324.96,-296.3,32.75,92.41286,80179.54,436484.3,429060.47,14.42812,18.107647,18.070396,16.868721,147.7433212740437,16.597036,3.048781,3.1015327,21.169394
